SID	date	startTime	endTime	plateNo	DID
590	2020-10-15	20:53:00	21:45:00	SHV2399U	15175
590	2020-11-26	20:22:00	22:02:00	SHT3660M	3685
590	2020-11-30	11:50:00	13:38:00	SHV2399U	15175
590	2020-12-16	5:32:00	7:27:00	SHT3660M	15175
590	2021-03-13	8:20:00	9:33:00	SZL9651T	95916
590	2021-03-13	12:04:00	13:41:00	SZL9651T	95916
590	2021-03-22	14:39:00	15:27:00	SZY1607S	5653
590	2021-04-05	11:47:00	13:38:00	SZY1607S	50026
590	2021-06-26	20:39:00	21:24:00	SZK4221V	50013
590	2021-07-31	16:46:00	17:33:00	SZY1607S	61692
598	2019-05-28	16:10:00	17:07:00	SZY1607S	61692
598	2019-07-09	17:59:00	18:57:00	SHY1240J	82726
598	2019-08-07	15:52:00	16:49:00	SHU4886Y	83733
598	2019-08-18	14:30:00	15:45:00	SZY7625L	81807
598	2020-01-24	12:11:00	13:10:00	SZY7625L	61692
598	2020-02-14	19:35:00	20:37:00	SZY7625L	81807
598	2020-06-09	11:16:00	12:15:00	SHY1240J	82726
598	2020-09-01	11:36:00	12:33:00	SHT2921G	36948
598	2020-09-09	6:00:00	6:54:00	SZY7625L	81807
598	2020-09-17	14:11:00	15:08:00	SZY7625L	61692
598	2020-11-02	7:45:00	8:45:00	SZY7625L	81807
598	2020-12-18	20:53:00	21:45:00	SZY7625L	81807
598	2020-12-25	18:11:00	19:08:00	SZY1607S	61692
598	2021-01-13	5:30:00	6:40:00	SZY1607S	61692
598	2021-03-20	13:20:00	14:14:00	SZY7625L	61692
598	2021-04-07	8:34:00	10:07:00	SNH3828R	51451
598	2021-04-07	12:30:00	14:08:00	SNH3828R	51451
598	2021-04-07	17:29:00	19:02:00	SNH3828R	51451
598	2021-06-06	17:59:00	18:53:00	SZY1607S	61692
598	2021-08-19	10:33:00	11:27:00	SHT2921G	36948
598	2021-10-15	22:39:00	23:38:00	SHU4886Y	83733
598	2021-12-04	13:34:00	14:27:57	SZY1607S	61692
598	2021-12-25	6:00:00	6:55:00	SZY7625L	81807
602	2019-03-22	10:17:00	11:29:00	SHL6251R	73398
602	2019-06-05	22:28:00	23:35:00	SKZ8632Y	16526
602	2019-07-05	22:29:00	23:32:00	SNT5284E	94344
602	2019-08-05	20:29:00	21:41:00	SHJ8852C	73398
602	2019-09-05	14:24:00	16:07:00	SHX1022F	67047
602	2019-10-05	20:22:00	22:02:00	SZL9651T	94099
602	2019-11-05	20:29:00	21:41:00	SMW8015G	41071
602	2019-12-04	11:16:00	12:28:00	SMW8015G	94344
602	2019-12-05	5:30:00	6:40:00	SHL6251R	16526
602	2020-05-13	22:45:00	23:48:00	SMN2381Y	67047
602	2020-05-14	11:16:00	12:28:00	SZK1803K	94099
602	2020-05-15	13:48:00	14:58:00	SXH8520L	41071
602	2020-05-16	16:16:00	17:31:00	SHM9615G	16526
602	2020-07-05	19:54:00	21:42:00	SHV2038R	94344
602	2020-08-05	10:59:00	12:11:00	SKZ8632Y	73398
602	2020-09-05	22:28:00	23:35:00	SNT5284E	67047
602	2020-10-05	22:32:00	23:10:00	SHJ8852C	94099
602	2020-11-05	7:40:00	9:15:00	SKN4239C	94344
602	2020-11-05	11:16:00	12:15:00	SHX1022F	41071
602	2020-12-05	13:34:00	14:27:57	SZL9651T	16526
602	2020-12-05	13:45:00	14:35:09	SHZ1654E	73398
602	2021-04-07	15:15:00	16:25:00	SNH3828R	70779
610	2019-01-04	15:43:00	16:40:00	SLZ8612T	95916
610	2019-01-27	16:56:00	17:46:00	SKP3240C	60180
610	2019-02-02	18:00:00	18:56:00	SJR5067Y	42483
610	2019-02-16	12:31:00	13:20:00	SHP8995B	82802
610	2019-02-21	20:40:00	21:40:00	SKL6352F	95916
610	2019-02-28	21:54:00	22:48:00	SLP3307G	45693
610	2019-03-04	18:40:00	20:28:00	SLZ8612T	60180
610	2019-04-06	16:17:00	17:57:00	SKP3240C	42483
610	2019-04-07	12:18:00	13:31:00	SJR5067Y	82802
610	2019-04-12	22:32:00	23:19:00	SHP8995B	45693
610	2019-04-27	13:23:00	14:13:00	SLP3307G	95916
610	2019-05-09	21:16:00	23:04:00	SKL6352F	60180
610	2019-05-11	11:12:00	12:01:00	SLZ8612T	42483
610	2019-05-25	5:30:00	6:20:00	SKP3240C	82802
610	2019-05-31	15:44:00	16:33:00	SJR5067Y	45693
610	2019-07-09	20:16:00	21:56:00	SHP8995B	95916
610	2019-07-17	22:28:00	23:11:00	SLP3307G	60180
610	2019-07-25	13:15:00	14:05:00	SLP3307G	42483
610	2019-08-19	5:30:00	7:10:00	SLP3307G	82802
610	2020-06-07	22:00:00	23:03:00	SKL6352F	45693
650	2019-01-23	13:16:00	14:29:00	SMX8562R	43172
650	2019-05-25	14:24:00	16:07:00	SMQ8645E	62467
650	2019-07-23	11:46:00	13:24:00	SZP7855L	25913
650	2019-08-18	22:45:00	23:48:00	SZT3158U	68634
650	2019-09-01	15:41:00	16:30:00	SMR3569C	78285
650	2019-09-13	16:35:00	17:48:00	SMR3569C	97166
650	2019-09-13	22:28:00	23:35:00	SKT1512L	72638
650	2019-10-10	10:26:00	11:30:00	SMQ8645E	45901
650	2019-10-14	14:55:00	16:08:00	SZE1266G	43721
650	2019-10-26	16:16:00	17:31:00	SMT8512E	13308
650	2019-11-02	20:55:00	22:05:00	SKT1512L	78748
650	2019-11-04	20:59:00	21:58:00	SZE1266G	60089
650	2020-01-06	20:22:00	22:02:00	SKW2165T	91132
650	2020-01-12	5:30:00	6:45:00	SMJ6598F	65814
650	2020-01-22	16:43:00	18:18:00	SKJ8213C	71857
650	2020-07-20	16:33:00	17:37:00	SKW2165T	58217
650	2020-08-01	20:29:00	21:41:00	SHQ5298C	13476
650	2020-11-17	22:29:00	23:32:00	SMJ6598F	72464
650	2020-12-07	12:26:00	13:38:00	SHQ5298C	71498
650	2020-12-28	20:29:00	21:41:00	SKJ8213C	60915
701	2019-01-20	13:45:00	14:35:09	SZP7855L	18366
701	2019-01-27	10:59:00	12:11:00	SKJ8213C	78285
701	2019-02-05	5:30:00	6:40:00	SZT3158U	78274
701	2019-02-23	19:54:00	21:42:00	SMJ6598F	29545
701	2019-02-24	12:31:00	13:20:00	SKT1512L	13308
701	2019-04-02	16:56:00	17:46:00	SMR3569C	43172
701	2019-04-29	11:16:00	12:28:00	SMX8562R	45901
701	2019-04-30	12:45:00	14:25:00	SHA8254Z	84787
701	2019-05-04	15:43:00	16:40:00	SMT8512E	68634
701	2019-05-16	22:00:00	23:03:00	SMT8512E	71498
701	2019-05-19	11:16:00	12:15:00	SHQ5298C	65814
701	2019-06-24	7:40:00	9:15:00	SMX8562R	93078
701	2019-08-05	11:16:00	12:28:00	SMR3569C	41854
701	2019-10-12	13:48:00	14:58:00	SZE1266G	17497
701	2019-11-26	22:45:00	23:48:00	SMT8512E	52481
701	2020-01-05	10:17:00	11:29:00	SZP7855L	58217
701	2020-01-12	22:28:00	23:35:00	SMQ8645E	43721
701	2020-05-23	16:16:00	17:31:00	SKT1512L	99174
701	2020-08-03	18:00:00	18:56:00	SZE1266G	25913
701	2020-09-22	13:34:00	14:27:57	SZT3158U	71857
701	2020-11-07	22:32:00	23:10:00	SKW2165T	78748
732	2019-01-30	14:55:00	16:08:00	SHQ5298C	78285
732	2019-04-22	18:40:00	20:28:00	SMQ8645E	72638
732	2019-05-07	16:17:00	17:57:00	SKW2165T	72464
732	2019-06-22	21:54:00	22:48:00	SMJ6598F	97166
732	2019-08-25	20:55:00	22:05:00	SZT3158U	43721
732	2019-09-02	22:32:00	23:19:00	SZT3158U	62467
732	2019-10-06	20:40:00	21:40:00	SKJ8213C	60089
732	2019-11-27	11:12:00	12:01:00	SMT8512E	78274
732	2019-12-30	22:28:00	23:21:00	SMJ6598F	41854
732	2020-01-09	20:16:00	21:56:00	SKT1512L	52481
732	2020-02-22	13:23:00	14:13:00	SMX8562R	91132
732	2020-05-05	15:44:00	16:33:00	SZE1266G	18366
732	2020-05-06	21:16:00	23:04:00	SZP7855L	13476
732	2020-05-15	5:30:00	6:20:00	SMR3569C	93078
732	2020-06-06	15:41:00	16:30:00	SKW2165T	29545
732	2020-06-25	12:18:00	13:31:00	SHQ5298C	60915
732	2020-06-30	5:30:00	7:10:00	SMQ8645E	99174
732	2020-08-17	5:30:00	6:45:00	SMX8562R	78748
732	2020-12-14	13:15:00	14:05:00	SKJ8213C	17497
740	2019-01-27	16:16:00	17:31:00	SMQ8645E	25913
740	2019-02-18	22:45:00	23:48:00	SKT1512L	71498
740	2019-04-08	16:43:00	18:18:00	SZP7855L	65814
740	2019-05-16	20:59:00	21:58:00	SHQ5298C	97166
740	2019-07-18	5:30:00	6:22:00	SMX8562R	72638
740	2019-08-04	12:31:00	13:20:00	SMQ8645E	18366
740	2019-08-16	11:46:00	13:24:00	SKJ8213C	43172
740	2019-08-19	11:24:00	12:19:00	SMR3569C	62467
740	2019-08-31	13:16:00	14:29:00	SMJ6598F	68634
740	2019-12-11	17:30:00	18:22:00	SKT1512L	13476
740	2020-02-16	16:33:00	17:37:00	SMR3569C	45901
740	2020-02-29	10:27:00	11:17:00	SKJ8213C	93078
740	2020-03-14	14:24:00	15:18:00	SMT8512E	60915
740	2020-06-09	16:35:00	17:48:00	SKW2165T	13308
740	2020-07-31	10:26:00	11:30:00	SMT8512E	71857
740	2020-10-03	18:19:00	19:23:00	SMJ6598F	78274
740	2020-10-16	12:26:00	13:38:00	SZE1266G	58217
740	2020-10-19	15:17:00	16:05:00	SZE1266G	91132
740	2020-11-09	22:40:00	23:30:00	SZP7855L	72464
740	2020-11-27	11:53:00	13:02:00	SZT3158U	60089
805	2019-04-17	5:30:00	6:40:00	SMR3569C	60089
805	2019-04-29	19:40:00	20:33:00	SZE1266G	78748
805	2019-05-02	12:31:00	13:20:00	SZP7855L	29545
805	2019-05-25	7:12:00	8:02:00	SZT3158U	43172
805	2019-06-06	15:49:00	16:46:00	SHQ5298C	68634
805	2019-07-20	15:11:00	16:05:00	SHQ5298C	41854
805	2019-07-25	12:39:00	13:34:00	SZT3158U	17497
805	2019-07-28	5:30:00	6:24:00	SKW2165T	52481
805	2019-08-13	10:59:00	12:11:00	SZE1266G	72638
805	2019-08-21	15:49:00	16:46:00	SMJ6598F	71857
805	2019-09-02	15:41:00	16:30:00	SZP7855L	13308
805	2019-09-15	13:54:00	14:50:00	SMX8562R	99174
805	2019-10-03	22:32:00	23:19:00	SMQ8645E	58217
805	2019-10-08	11:33:00	12:23:00	SKW2165T	71498
805	2019-10-11	11:12:00	12:01:00	SKJ8213C	45901
805	2019-11-22	15:44:00	16:33:00	SMX8562R	25913
805	2020-07-01	20:40:00	21:40:00	SKT1512L	65814
805	2020-07-19	13:15:00	14:05:00	SMT8512E	97166
805	2020-11-07	11:12:00	12:01:00	SMR3569C	43721
805	2020-12-18	14:24:00	15:18:00	SMT8512E	78285
850	2019-01-08	22:28:00	23:35:00	SKT1512L	72464
850	2019-01-31	10:59:00	12:11:00	SKJ8213C	43721
850	2019-02-10	17:20:00	19:10:00	SHQ5298C	71857
850	2019-04-17	5:30:00	6:40:00	SZT3158U	93078
850	2019-05-06	16:16:00	17:31:00	SKT1512L	29545
850	2019-08-19	13:45:00	14:35:09	SZP7855L	52481
850	2019-08-20	13:48:00	14:58:00	SZE1266G	99174
850	2019-10-18	20:29:00	21:41:00	SKJ8213C	62467
850	2019-11-10	20:22:00	22:02:00	SKW2165T	13476
850	2019-11-19	19:57:00	21:38:00	SMX8562R	58217
850	2019-12-17	22:12:00	23:10:00	SKW2165T	65814
850	2020-01-23	22:28:00	23:35:00	SMQ8645E	78748
850	2020-02-19	12:31:00	13:20:00	SZT3158U	45901
850	2020-03-22	20:29:00	21:41:00	SHQ5298C	78274
850	2020-03-31	7:40:00	9:15:00	SMX8562R	18366
850	2020-05-16	14:24:00	16:07:00	SMQ8645E	91132
850	2020-05-18	19:54:00	21:42:00	SMJ6598F	78285
850	2020-09-27	22:45:00	23:48:00	SMT8512E	41854
850	2020-10-02	22:29:00	23:32:00	SMJ6598F	60915
850	2020-10-06	11:16:00	12:28:00	SMR3569C	17497
960	2019-03-20	14:24:00	16:07:00	SKJ8213C	60089
960	2019-04-27	16:35:00	17:48:00	SZE1266G	25913
960	2019-04-28	20:39:00	21:24:00	SKW2165T	72464
960	2019-07-20	6:00:00	7:04:00	SKW2165T	41854
960	2019-10-20	11:47:00	13:38:00	SMJ6598F	93078
960	2019-10-21	17:20:00	19:10:00	SMJ6598F	97166
960	2019-11-15	10:30:00	11:37:00	SKT1512L	78274
960	2019-12-15	14:24:00	15:17:00	SHQ5298C	60915
960	2020-01-16	22:29:00	23:32:00	SZT3158U	62467
960	2020-01-28	12:31:00	13:20:00	SZE1266G	13476
960	2020-03-04	14:16:00	15:56:00	SMR3569C	43172
960	2020-06-11	19:51:00	20:44:00	SMR3569C	91132
960	2020-06-14	21:20:00	23:08:00	SZT3158U	99174
960	2020-06-20	19:54:00	21:42:00	SKT1512L	13308
960	2020-07-23	13:23:00	14:13:00	SMQ8645E	52481
960	2020-08-13	19:48:00	20:39:00	SHQ5298C	17497
960	2020-10-13	21:20:00	23:08:00	SMT8512E	68634
960	2020-10-21	21:20:00	23:08:00	SZP7855L	71498
960	2020-11-23	16:08:00	16:59:00	SKJ8213C	18366
960	2020-11-28	5:30:00	7:15:00	SMQ8645E	72638
960	2021-07-19	12:12:00	13:12:00	SZY7625L	99174
960	2021-07-19	16:00:00	17:21:00	SZY7625L	99174
