CardID	date	usePhone	boardstop	SID	alightstop	boardTime	alightTime
165	2021-03-05	0	8111	14	40011	21:03:00	21:19:00
166	2020-07-23	1	41081	960	65199	13:37:00	13:53:00
166	2020-09-11	1	9131	128	11201	12:40:00	13:20:00
167	2020-11-02	1	70151	598	54371	7:57:00	8:06:00
168	2019-01-27	0	13141	167	92099	10:27:00	10:37:00
168	2019-03-04	0	40129	16	13011	5:56:00	6:22:00
168	2020-03-31	0	51069	850	53329	7:51:00	8:01:00
168	2021-04-30	0	8111	77	40129	6:42:00	7:04:00
169	2021-07-25	1	77029	190	11261	21:12:00	21:22:00
170	2019-12-02	1	8121	36	50069	19:57:00	20:03:00
171	2020-02-08	1	81189	36	17009	13:35:00	13:53:00
171	2021-02-05	1	8121	36	9022	14:24:00	14:40:00
172	2019-12-24	0	40129	175	10101	12:39:00	12:49:00
172	2020-07-12	0	9059	124	8031	20:07:00	20:40:00
173	2020-07-24	0	50069	36	81189	17:11:00	17:17:00
173	2020-09-07	1	8031	162	9131	17:56:00	18:46:00
173	2021-04-30	0	50991	77	85091	6:06:00	6:48:00
174	2019-08-20	1	92241	174	21179	6:01:00	6:05:00
174	2019-09-08	0	52171	77	21421	23:39:00	23:51:00
174	2020-04-09	0	13011	16	1039	14:27:00	14:45:00
175	2019-06-08	1	19031	171	54371	23:28:00	23:45:00
175	2019-11-17	0	14059	502	82109	16:18:00	16:28:00
176	2019-04-27	1	8031	174	80219	20:57:00	21:09:00
176	2020-08-08	0	9141	111	94059	21:13:00	21:25:00
176	2020-10-31	1	50061	124	9059	14:25:00	14:35:00
176	2020-12-30	0	50991	77	13011	11:59:00	12:44:00
176	2021-02-01	1	94059	111	11201	11:36:00	11:56:00
177	2019-03-04	0	92159	16	50991	5:48:00	5:50:00
177	2020-01-10	1	92141	124	3071	23:36:00	23:54:00
177	2020-07-12	1	4121	14	40129	16:16:00	16:22:00
177	2020-09-05	1	54181	106	4223	18:45:00	18:54:00
177	2020-12-30	0	21661	502	NULL	11:01:00	NULL
177	2021-03-28	1	40129	16	83059	18:08:00	18:11:00
178	2019-02-02	0	9111	610	13011	18:07:00	18:23:00
179	2020-09-24	1	85019	518	50211	13:55:00	14:09:00
179	2021-03-29	1	11201	111	4222	14:14:00	14:27:00
180	2019-02-21	0	91099	16	83151	23:26:00	23:49:00
180	2020-01-22	0	13141	518	11201	10:26:00	11:02:00
180	2020-12-30	1	52171	77	10018	12:32:00	12:40:00
181	2019-01-08	0	51069	850	53231	23:43:00	23:48:00
181	2019-06-28	0	12031	14	13021	21:35:00	21:40:00
181	2019-10-13	0	50991	587	10101	17:22:00	17:48:00
182	2020-02-19	0	53011	850	53329	12:46:00	12:52:00
182	2020-05-07	0	3221	36	52171	14:15:00	14:18:00
182	2021-02-04	0	4223	190	5022	14:57:00	15:11:00
183	2019-05-19	0	50221	701	77171	11:27:00	11:41:00
183	2021-01-31	1	3011	7	21609	21:16:00	22:01:00
185	2021-01-09	1	40129	175	10101	16:21:00	16:28:00
185	2021-05-14	1	52171	77	92159	12:49:00	13:13:00
185	2021-09-30	1	54181	124	8031	12:03:00	12:27:00
185	2021-10-10	0	80049	77	40129	11:43:00	12:30:00
186	2020-07-03	0	92159	111	4222	12:23:00	13:10:00
186	2020-08-14	1	94059	111	81189	13:40:00	13:48:00
186	2020-09-17	0	54371	598	5029	18:39:00	18:53:00
186	2021-03-25	1	70019	587	80219	7:53:00	8:32:00
186	2021-10-15	1	70151	598	13211	23:43:00	23:54:00
187	2020-02-14	0	40011	598	84009	14:31:00	14:39:00
187	2020-07-25	0	11201	111	4222	6:40:00	6:55:00
187	2021-05-14	0	10101	77	85091	13:10:00	13:22:00
188	2019-08-24	0	17009	162	NULL	5:40:00	NULL
188	2019-10-03	0	92099	167	82109	12:50:00	13:34:00
188	2020-01-28	1	77019	175	3223	5:38:00	5:53:00
189	2019-06-11	1	13141	167	4222	14:04:00	14:06:00
190	2019-08-19	1	92099	167	82109	5:45:00	5:51:00
190	2019-12-05	1	7021	587	80219	23:30:00	23:45:00
190	2020-01-31	0	50991	190	5022	12:57:00	13:33:00
190	2021-02-01	1	9141	111	4222	11:48:00	12:15:00
192	2019-02-02	1	11261	124	21661	22:42:00	22:48:00
192	2019-02-16	0	9059	124	54181	6:12:00	6:18:00
192	2020-10-13	1	42061	960	65481	21:32:00	21:37:00
193	2020-11-21	1	21609	502	82049	6:07:00	6:13:00
193	2021-06-14	1	40129	175	3223	6:22:00	6:55:00
194	2019-05-25	1	13141	171	54371	11:29:00	11:39:00
194	2019-11-07	1	19031	171	21661	23:29:00	23:47:00
195	2020-08-11	1	92159	111	93099	6:12:00	6:25:00
196	2019-07-15	0	21179	128	19089	12:35:00	12:38:00
197	2020-08-01	0	65439	650	95011	20:33:00	20:49:00
198	2019-02-02	1	10291	610	11221	18:12:00	18:23:00
199	2019-02-21	0	19089	16	4121	23:40:00	23:52:00
199	2020-10-08	1	77029	190	11261	21:20:00	21:27:00
199	2021-03-22	1	10091	590	17229	15:09:00	15:27:00
199	2021-06-19	0	52451	106	82061	19:41:00	20:19:00
200	2019-02-24	1	50991	190	82061	6:08:00	6:20:00
200	2020-07-27	1	93099	36	52171	12:54:00	13:24:00
200	2020-12-21	1	54381	16	4121	13:46:00	14:19:00
200	2021-01-05	0	8031	162	17009	11:44:00	11:54:00
200	2021-03-28	1	91099	16	14041	18:05:00	18:27:00
200	2021-06-06	0	81131	598	1029	18:10:00	18:20:00
201	2019-01-27	1	50221	701	77061	11:06:00	11:12:00
202	2020-12-31	1	77019	175	10101	12:26:00	12:40:00
204	2019-07-11	0	1039	7	9131	16:24:00	16:37:00
205	2020-12-05	1	4111	602	5059	13:38:00	13:44:00
206	2019-10-14	1	65431	650	75059	15:05:00	15:18:00
207	2019-12-11	1	67269	740	99189	17:45:00	17:48:00
208	2019-11-02	0	65431	650	95011	21:07:00	21:15:00
209	2020-11-23	0	53329	960	65439	16:12:00	16:22:00
210	2019-08-31	1	72159	740	44229	13:28:00	13:37:00
211	2019-03-01	0	4143	7	92141	17:01:00	17:04:00
212	2020-07-05	1	93099	36	9022	19:56:00	20:11:00
213	2019-07-05	0	3221	602	5421	23:34:00	23:59:00
214	2021-03-21	0	81131	175	3223	15:06:00	15:22:00
215	2019-11-09	0	19091	590	17229	12:38:00	12:42:00
216	2019-02-22	1	81131	77	85091	14:29:00	14:45:00
217	2021-04-28	0	8121	36	3221	19:53:00	20:09:00
218	2020-05-06	1	50211	190	4223	18:42:00	18:44:00
219	2020-01-16	0	53329	960	65431	23:37:00	23:46:00
220	2019-06-19	0	21609	590	92099	11:03:00	11:06:00
221	2021-03-28	1	14041	16	4121	17:44:00	17:59:00
225	2019-07-09	0	80049	598	54371	18:00:00	18:04:00
226	2020-08-17	1	40269	732	72159	5:41:00	5:42:00
227	2020-01-14	0	77019	175	3223	13:47:00	14:00:00
228	2020-07-24	0	19031	171	54371	20:44:00	20:47:00
229	2021-06-14	1	77019	175	3223	6:04:00	6:12:00
230	2019-05-25	0	65431	650	95019	14:29:00	14:34:00
231	2021-05-05	1	21609	502	8111	10:51:00	11:00:00
232	2020-06-15	1	21179	16	40129	19:45:00	19:51:00
233	2019-06-24	1	91099	16	40129	11:46:00	11:55:00
234	2019-11-15	0	40129	175	10101	13:44:00	13:55:00
235	2021-10-25	1	50991	171	54371	16:24:00	16:34:00
236	2020-12-28	1	65439	650	75059	20:30:00	20:33:00
238	2021-12-21	1	1039	7	92141	15:48:00	15:51:00
239	2019-10-22	0	14041	16	40129	14:02:00	14:07:00
241	2020-02-22	0	40269	732	99189	13:34:00	13:43:00
242	2020-05-05	0	10459	732	99071	15:45:00	15:59:00
243	2019-02-28	1	5022	124	4143	10:19:00	10:31:00
244	2020-03-22	0	53009	850	53329	20:44:00	21:07:00
245	2020-07-24	1	92159	36	9022	17:04:00	17:13:00
246	2019-10-12	0	28041	701	77171	13:52:00	14:01:00
247	2020-03-14	1	72159	740	14491	14:38:00	14:54:00
248	2019-04-27	1	9022	610	13011	13:27:00	13:40:00
249	2019-04-07	0	9219	610	11519	12:19:00	12:26:00
250	2021-10-31	0	13021	502	92099	14:19:00	14:32:00
251	2020-04-02	0	77029	190	4223	5:34:00	5:44:00
252	2019-07-20	1	40269	960	65439	6:08:00	6:14:00
253	2019-05-16	0	67269	740	44229	21:11:00	21:20:00
255	2019-10-05	0	4222	602	5012	20:33:00	20:36:00
256	2020-10-19	1	72159	740	14491	15:21:00	15:35:00
257	2021-12-02	1	12031	190	4223	13:20:00	13:28:00
258	2021-04-10	0	8031	14	12031	17:23:00	17:30:00
259	2019-05-11	0	10291	610	11221	11:27:00	11:39:00
260	2019-05-18	0	13021	111	93099	10:27:00	10:34:00
262	2020-01-16	0	53329	960	65481	23:44:00	23:53:00
263	2020-04-04	0	13021	502	8111	14:33:00	14:39:00
264	2020-05-23	1	7021	587	10101	12:49:00	13:08:00
266	2020-12-29	1	13021	502	82109	11:38:00	11:41:00
267	2020-12-25	1	70151	598	13211	18:13:00	18:24:00
268	2021-10-22	1	70019	587	10101	14:06:00	14:17:00
269	2019-05-26	0	19089	16	4121	15:51:00	16:06:00
270	2020-07-25	1	92099	167	3071	11:24:00	11:32:00
271	2020-12-19	0	13141	167	4222	15:54:00	15:59:00
272	2019-05-19	1	28041	701	77061	11:26:00	11:30:00
273	2021-08-19	0	70151	598	50069	10:47:00	10:57:00
274	2020-05-15	0	14049	732	72159	5:44:00	5:57:00
275	2020-06-25	0	11289	732	99071	12:29:00	12:41:00
276	2019-02-21	0	9111	610	11519	20:40:00	20:47:00
277	2020-07-27	1	92159	36	84009	13:56:00	14:02:00
278	2020-05-23	0	7021	587	10101	12:39:00	12:45:00
279	2021-12-04	1	70151	598	50069	13:36:00	13:48:00
280	2021-05-10	1	10101	174	80219	20:50:00	21:04:00
281	2019-08-05	0	4151	602	5029	20:36:00	20:52:00
283	2020-12-30	1	21609	502	82109	22:05:00	22:14:00
284	2021-07-31	0	70151	590	92099	16:58:00	17:03:00
285	2021-12-22	1	8121	36	50069	19:55:00	19:57:00
286	2020-06-21	0	70151	590	17229	22:43:00	22:50:00
287	2020-05-09	1	92159	36	1139	17:30:00	17:41:00
288	2019-08-24	1	8031	162	14051	5:42:00	5:57:00
289	2019-11-22	0	9131	128	19089	22:08:00	22:11:00
291	2021-08-16	1	21609	502	21179	11:28:00	11:31:00
292	2021-04-10	1	8111	14	40011	17:26:00	17:34:00
293	2020-06-14	1	42021	960	65481	21:35:00	21:38:00
294	2021-03-22	1	70019	587	21661	13:29:00	13:32:00
295	2020-06-09	1	81131	598	84009	11:20:00	11:36:00
296	2020-10-17	0	17009	162	14051	15:48:00	15:51:00
297	2020-06-07	1	21661	171	81189	20:23:00	20:29:00
298	2019-07-11	1	21661	171	54371	20:37:00	20:50:00
299	2019-07-05	1	21179	128	52441	15:43:00	15:59:00
301	2021-06-19	1	19089	7	9131	23:30:00	23:42:00
302	2020-03-02	0	21609	590	10091	15:27:00	15:41:00
303	2021-06-26	1	70151	590	17229	20:49:00	20:56:00
304	2021-03-29	1	92159	111	50229	13:52:00	13:58:00
305	2020-07-31	1	64259	740	14491	10:40:00	10:47:00
306	2019-10-12	0	4143	7	40129	12:26:00	12:33:00
307	2021-07-28	0	92099	167	82109	15:45:00	16:01:00
308	2021-01-04	1	50991	171	54371	13:55:00	14:03:00
309	2020-06-07	1	50061	124	13021	18:00:00	18:13:00
310	2020-10-21	1	41069	960	65431	21:32:00	21:47:00
311	2019-02-02	0	5022	124	13021	22:38:00	22:54:00
312	2020-12-09	0	21179	128	11201	19:32:00	19:51:00
313	2019-09-02	1	77061	805	77029	15:51:00	16:05:00
314	2019-01-13	0	13141	167	82109	16:01:00	16:17:00
315	2020-03-04	0	40129	14	40011	16:37:00	16:44:00
316	2019-01-31	0	40129	175	10101	15:55:00	16:02:00
317	2019-07-17	0	8041	610	13059	23:40:00	23:42:00
318	2020-06-21	1	70151	590	10091	22:44:00	22:49:00
320	2020-05-16	1	54181	106	52451	22:40:00	22:50:00
321	2020-06-16	0	9059	518	50211	16:37:00	16:40:00
322	2019-08-31	0	64259	740	99189	13:26:00	13:27:00
323	2019-08-19	0	53209	850	53219	13:47:00	13:56:00
324	2020-08-29	1	3221	14	13021	18:20:00	18:31:00
325	2021-05-05	0	14059	502	92099	10:49:00	10:57:00
326	2019-08-06	0	21661	171	81189	23:42:00	23:53:00
328	2020-03-11	1	8121	111	11201	23:46:00	23:56:00
329	2020-10-11	0	92159	111	50229	14:40:00	14:45:00
330	2019-10-26	1	65431	650	95011	16:21:00	16:34:00
331	2019-01-18	1	4143	7	92099	18:02:00	18:04:00
333	2019-11-09	0	50211	190	82061	16:40:00	16:46:00
334	2019-09-01	0	65199	650	75059	15:41:00	15:51:00
335	2019-05-16	0	7021	587	21661	10:44:00	10:55:00
336	2021-09-16	0	92099	167	82109	13:19:00	13:26:00
338	2021-12-25	1	80049	598	5012	6:15:00	6:27:00
340	2019-11-22	1	75059	805	14049	15:54:00	15:55:00
341	2019-07-10	1	8031	162	52441	11:45:00	11:49:00
342	2020-12-05	1	12031	587	80219	20:02:00	20:11:00
343	2020-10-16	0	67269	740	99189	12:40:00	12:51:00
344	2020-10-05	0	3221	14	12031	23:50:00	23:52:00
345	2021-12-03	0	19031	171	13141	7:52:00	8:00:00
346	2020-12-18	0	77061	805	65381	14:24:00	14:29:00
347	2021-03-29	0	92159	111	93099	13:41:00	13:57:00
348	2020-12-16	1	19091	590	92099	5:36:00	5:52:00
349	2019-12-05	1	4222	602	5421	5:31:00	5:34:00
350	2021-07-31	0	19091	590	17229	16:58:00	17:03:00
351	2020-12-23	1	8031	162	9131	17:57:00	18:10:00
353	2019-11-05	1	94059	174	21179	21:28:00	21:35:00
354	2019-02-21	1	40121	16	50991	15:53:00	16:00:00
355	2019-04-06	1	9141	610	11261	16:27:00	16:34:00
356	2019-08-13	1	75059	805	14049	11:07:00	11:23:00
358	2020-02-14	1	10018	598	84009	19:36:00	19:49:00
359	2021-11-02	0	17009	162	52441	6:05:00	6:08:00
360	2019-10-14	1	9059	518	11201	17:22:00	17:24:00
361	2021-05-20	0	54181	106	10018	18:45:00	18:49:00
362	2019-09-13	0	65139	650	95011	23:35:00	23:42:00
363	2020-05-25	0	8121	111	11201	22:05:00	22:15:00
364	2020-11-07	1	28041	701	77171	22:32:00	22:42:00
365	2019-08-09	1	50991	77	8111	23:08:00	23:12:00
367	2020-07-03	1	5022	124	4143	18:09:00	18:20:00
368	2020-03-02	0	8031	162	52441	12:44:00	12:48:00
369	2019-07-28	1	92049	805	65381	5:38:00	5:47:00
370	2019-12-30	1	10459	732	99189	23:35:00	23:49:00
371	2020-03-27	0	91099	16	4121	23:41:00	23:45:00
372	2021-06-04	1	19089	7	92099	5:31:00	5:40:00
373	2020-05-07	1	50061	124	13021	16:46:00	16:56:00
374	2021-02-28	1	81131	175	10101	20:01:00	20:08:00
375	2020-12-05	1	4151	602	5421	13:55:00	14:08:00
378	2021-11-10	1	21661	171	50229	23:30:00	23:50:00
379	2019-02-23	1	28041	701	80159	20:04:00	20:06:00
380	2020-12-14	0	10459	732	72159	13:30:00	13:33:00
381	2021-01-31	1	10101	174	8031	5:30:00	5:34:00
382	2020-06-25	1	40269	732	72159	12:19:00	12:20:00
383	2020-09-15	1	17009	162	14051	18:34:00	18:43:00
384	2019-03-17	0	17009	162	52441	23:44:00	23:48:00
385	2020-09-26	1	1039	7	13021	13:31:00	13:38:00
386	2021-02-05	0	8121	36	9022	14:23:00	14:30:00
387	2019-04-12	0	8041	610	13011	23:39:00	23:49:00
388	2020-10-05	0	4222	602	5022	22:36:00	22:52:00
389	2021-02-04	1	50211	190	4223	14:33:00	14:36:00
390	2019-05-25	1	10291	610	11261	5:31:00	5:34:00
391	2019-04-11	1	50061	124	9059	11:02:00	11:07:00
392	2020-06-17	0	70151	590	10091	7:40:00	7:50:00
393	2019-02-05	0	52051	701	80159	5:45:00	6:01:00
394	2020-08-09	1	8031	162	9131	17:57:00	18:01:00
395	2020-09-25	1	94059	174	21179	20:00:00	20:22:00
396	2019-09-07	1	13021	111	81189	18:15:00	18:29:00
397	2019-09-08	1	9059	518	4143	12:08:00	12:14:00
398	2021-12-20	0	50061	124	4143	11:48:00	12:00:00
399	2019-08-04	1	9131	128	52441	13:30:00	13:35:00
400	2019-06-22	0	14049	732	99189	22:01:00	22:05:00
402	2021-10-09	0	92099	167	3071	23:43:00	23:59:00
403	2021-04-23	0	77019	175	3223	12:21:00	12:36:00
404	2019-02-10	1	51071	850	53231	17:20:00	17:35:00
405	2020-11-30	0	21609	590	92099	12:04:00	12:08:00
407	2020-09-14	1	13141	167	82109	15:43:00	15:55:00
409	2021-05-14	0	92099	167	82109	7:12:00	7:20:00
410	2019-04-29	1	21661	171	50229	5:37:00	5:41:00
411	2021-04-03	0	81131	77	85091	11:03:00	11:04:00
412	2020-11-17	0	65439	650	95019	23:31:00	23:41:00
413	2020-02-08	1	77019	175	3223	23:38:00	23:51:00
414	2020-06-05	1	12031	587	80219	6:21:00	6:22:00
416	2019-04-27	0	9141	610	11221	13:30:00	13:31:00
417	2021-03-21	0	81131	175	10101	14:59:00	15:15:00
418	2020-01-12	0	12031	587	10101	19:29:00	19:31:00
419	2019-05-12	1	9059	518	50211	21:11:00	21:17:00
420	2020-09-09	1	3221	598	5012	6:14:00	6:28:00
421	2021-08-10	0	81131	175	10101	14:45:00	14:55:00
422	2019-02-21	1	21179	16	40129	15:48:00	15:57:00
424	2020-11-05	0	3223	602	5022	11:21:00	11:30:00
425	2019-08-19	1	72159	740	14491	11:25:00	11:38:00
426	2019-09-05	1	3221	602	5029	14:29:00	14:45:00
427	2019-08-21	0	92049	805	51071	15:54:00	16:01:00
428	2019-11-26	1	52051	701	77171	0:00:00	0:16:00
431	2021-09-01	0	8031	14	40011	16:45:00	16:47:00
432	2020-12-29	1	13021	502	92099	11:36:00	11:48:00
433	2020-08-08	1	13021	111	50229	21:07:00	21:14:00
434	2019-05-28	1	80049	598	1029	16:22:00	16:33:00
435	2020-10-17	0	17009	162	9131	15:48:00	15:56:00
436	2019-06-14	1	17009	162	14051	15:31:00	15:41:00
437	2019-10-27	0	81131	175	3223	13:30:00	13:33:00
438	2020-10-14	0	21179	128	11201	13:23:00	13:39:00
439	2019-02-15	1	17009	162	9131	5:38:00	5:51:00
440	2019-04-27	0	92241	174	80219	20:09:00	20:20:00
441	2021-11-12	0	92159	36	9022	6:04:00	6:07:00
442	2021-04-28	0	93099	36	9022	19:51:00	19:55:00
443	2019-12-05	0	70019	587	80219	23:40:00	23:51:00
444	2019-05-06	1	53209	850	53329	16:28:00	16:37:00
446	2019-03-15	0	54181	106	4223	10:45:00	10:58:00
447	2021-11-10	1	13141	167	4222	11:44:00	12:00:00
448	2020-02-26	0	7021	587	10101	17:10:00	17:17:00
449	2019-08-06	1	91099	16	50991	12:40:00	12:46:00
450	2020-05-16	0	51071	850	53329	14:36:00	14:38:00
451	2020-10-04	0	21661	171	81189	14:25:00	14:36:00
454	2019-11-10	1	51071	850	53219	20:36:00	20:49:00
455	2019-01-06	1	70151	590	10091	13:40:00	13:50:00
456	2021-05-02	1	40121	16	40129	11:32:00	11:42:00
457	2019-04-17	0	40269	805	77029	5:31:00	5:37:00
458	2021-06-09	1	9059	518	4143	12:59:00	13:19:00
459	2020-11-21	0	21609	502	8111	5:57:00	6:02:00
460	2019-01-21	0	19091	590	17229	8:00:00	8:09:00
462	2019-05-16	0	50221	701	77061	22:01:00	22:07:00
463	2021-12-15	1	93099	36	52171	14:17:00	14:23:00
464	2020-09-28	1	91099	16	50991	18:06:00	18:21:00
465	2020-12-01	1	77019	175	10101	18:42:00	18:58:00
466	2020-10-14	0	9131	128	19089	13:23:00	13:27:00
467	2021-08-09	1	81131	175	3223	20:41:00	20:52:00
468	2021-03-26	1	21179	16	4121	19:44:00	19:57:00
469	2019-10-14	0	9059	518	50211	17:26:00	17:29:00
470	2019-09-05	0	13141	167	82109	12:33:00	12:42:00
471	2020-04-27	1	8111	14	12031	12:34:00	12:37:00
472	2019-10-07	1	14059	502	21179	12:37:00	12:46:00
473	2019-09-25	0	12031	587	21661	23:07:00	23:10:00
474	2019-05-25	0	85019	518	4143	17:00:00	17:16:00
475	2019-01-30	0	9059	518	11201	6:11:00	6:20:00
476	2020-10-05	1	8031	14	13021	23:47:00	23:59:00
478	2020-12-07	1	50061	124	9059	19:32:00	19:45:00
479	2019-10-06	0	40269	732	99189	20:51:00	20:58:00
480	2020-03-12	0	81131	175	10101	19:23:00	19:31:00
481	2021-04-30	0	3223	77	5012	6:05:00	6:07:00
483	2019-03-10	0	92099	167	82109	12:41:00	12:46:00
484	2019-11-26	0	50221	701	77061	23:17:00	23:34:00
485	2021-12-22	1	93099	36	8031	20:00:00	20:05:00
486	2020-09-01	0	13141	518	4143	6:07:00	6:14:00
487	2021-03-07	1	12031	587	80219	16:18:00	16:22:00
488	2020-12-28	1	65199	650	95019	20:33:00	20:40:00
489	2021-11-12	0	92159	36	9022	6:02:00	6:11:00
490	2020-06-07	1	40121	16	4121	13:54:00	14:03:00
491	2021-11-10	1	19031	171	54371	0:00:00	0:16:00
492	2019-07-05	1	3223	602	5421	23:41:00	23:52:00
494	2020-12-02	0	92099	167	3071	12:36:00	12:39:00
496	2019-07-20	0	53219	805	77029	15:12:00	15:22:00
497	2019-09-05	1	3223	77	5012	12:35:00	12:51:00
500	2021-03-22	1	21609	590	17229	14:47:00	14:51:00
